"Country","Region","Month","Female","Male","Hotelstay","Otherstay","Age0to12","Age13to20","Age21to35","Age36to49","Age50over","Leisure","Business","Conf_Convention","Education","Friend_Family","Otherreason"
"Peru","South America",2023-12-01,3054,2612,4492,1174,518,490,1756,1582,1318,4981,145,23,12,492,12
"Uruguay","South America",2023-12-01,794,791,1428,157,151,561,328,249,294,1461,21,11,10,79,2
"Venezuela","South America",2023-12-01,3671,3329,1795,5205,570,647,1321,1387,3074,3874,307,59,64,2595,100
"Other South America","South America",2023-12-01,482,411,806,87,155,82,262,218,176,812,4,13,0,59,5
"China","Asia",2023-12-01,146,234,277,103,5,23,172,100,80,225,89,4,3,52,5
"South Korea","Asia",2023-12-01,50,75,82,43,11,5,32,43,33,69,23,2,2,27,2
"India","Asia",2023-12-01,43,104,104,43,7,11,66,38,24,80,47,0,3,8,8
"Israel","Asia",2023-12-01,60,71,94,37,20,3,49,35,23,97,12,1,1,19,1
"Japan","Asia",2023-12-01,52,87,81,58,5,1,57,27,48,76,22,5,2,32,0
"Taiwan","Asia",2023-12-01,18,15,26,7,2,0,12,4,15,24,1,0,0,8,0
"Other Asia","Asia",2023-12-01,252,583,593,243,35,26,385,281,106,434,213,5,8,156,17
"Germany","Europe",2023-12-01,7019,7521,11402,3139,969,788,4311,3110,5360,12233,1218,6,20,1019,41
"Austria","Europe",2023-12-01,716,789,1173,332,139,77,392,315,580,1321,36,0,2,142,3
"Belgium","Europe",2023-12-01,1178,1153,1986,345,278,163,526,581,781,2104,17,6,3,194,6
"Bulgaria","Europe",2023-12-01,242,223,432,33,37,49,120,146,112,446,7,0,1,11,0
"Denmark","Europe",2023-12-01,153,173,235,91,40,31,74,73,107,269,6,2,1,48,0
"Scotland","Europe",2023-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spain","Europe",2023-12-01,10097,10347,13491,6952,3435,1932,4092,5287,5696,14994,582,74,53,4709,29
"Finland","Europe",2023-12-01,96,97,142,51,9,26,67,40,51,173,1,0,1,18,0
"France","Europe",2023-12-01,7029,6737,11670,2095,1570,1262,3337,3119,4475,11947,266,20,26,1472,31
"Greece","Europe",2023-12-01,57,74,87,44,12,8,45,35,31,106,7,0,0,15,4
"Netherlands","Europe",2023-12-01,1189,1264,1459,995,387,218,716,490,641,1704,39,0,5,692,12
"Hungary","Europe",2023-12-01,404,383,695,92,101,75,151,274,185,727,9,3,4,42,0
"United Kingdom","Europe",2023-12-01,7112,6769,12797,1083,1866,1237,3612,3435,3729,13168,149,11,9,512,28
"Ireland","Europe",2023-12-01,144,140,237,47,39,16,83,88,58,251,3,0,0,30,0
"Italy","Europe",2023-12-01,4913,5441,7405,2949,1156,812,2746,2295,3344,8707,139,7,19,1453,27
"Luxembourg","Europe",2023-12-01,110,123,180,53,26,18,71,74,42,205,3,0,0,24,0
"Norway","Europe",2023-12-01,124,137,145,116,18,32,79,67,64,191,4,1,0,65,0
"Poland","Europe",2023-12-01,3324,3068,6100,291,686,416,1852,1980,1457,6101,39,13,14,202,21
"Portugal","Europe",2023-12-01,712,731,1333,110,177,149,369,426,321,1334,33,3,1,69,2
"Czech Republic","Europe",2023-12-01,1439,1405,2656,188,278,252,616,781,915,2719,28,1,5,81,10
"Romania","Europe",2023-12-01,360,351,596,115,92,37,235,220,126,649,12,0,0,51,0
"Russia","Europe",2023-12-01,238,201,220,219,42,23,116,147,110,389,17,2,0,31,0
"Sweden","Europe",2023-12-01,324,341,495,170,90,76,165,180,152,583,10,1,1,71,0
"Switzerland","Europe",2023-12-01,2108,2271,2746,1633,498,343,1228,899,1409,3141,160,5,21,1045,5
"Ukraine","Europe",2023-12-01,364,297,550,112,95,52,188,212,113,614,25,1,2,17,2
"Other Europe","Europe",2023-12-01,1003,1062,1759,306,218,143,488,635,579,1922,29,1,0,109,4
"Australia","Australia",2023-12-01,113,129,157,85,21,25,88,64,44,190,10,0,1,41,0
"Other Rest of the World","Other",2023-12-01,147,178,208,116,16,21,99,82,105,213,55,3,3,41,8
"Dom. Residents",NA,2024-01-01,42296,56577,98735,137,11092,9834,23846,23520,30579,1204,0,0,0,1,97667
"Ext. Residents",NA,2024-01-01,9655,9218,18630,243,2450,1344,4471,5114,5493,880,0,0,0,0,17994
"Dom. Non-Residents",NA,2024-01-01,45262,53971,93739,5493,1625,3142,21014,24569,48881,49853,243,923,1320,46442,449
"Canada","North America",2024-01-01,88906,80224,154809,14321,19514,10514,32189,37620,69292,164158,1116,713,147,2732,263
"United States","North America",2024-01-01,127051,123146,184127,66071,21433,14001,66157,63603,85003,204321,8498,4332,1731,30465,848
"Mexico","North America",2024-01-01,2838,3685,4158,2366,297,319,2267,1966,1673,3989,1214,500,26,690,103
"Aruba","Caribbean",2024-01-01,56,73,44,85,2,13,30,28,54,53,7,3,1,56,8
"Turk and Caicos Islands","Caribbean",2024-01-01,115,203,175,143,23,9,70,94,121,237,26,2,2,49,2
"Costa Rica","Central America",2024-01-01,1264,1183,1603,844,208,181,621,764,672,1902,282,66,4,182,10
"Cuba","Caribbean",2024-01-01,284,369,303,350,18,27,120,180,307,302,110,29,10,177,23
"Curaçao","Caribbean",2024-01-01,80,148,111,117,9,24,31,62,101,139,6,3,3,58,18
"El Salvador","Central America",2024-01-01,625,512,798,340,59,46,522,278,230,934,91,53,6,52,0
"Guadeloupe","Caribbean",2024-01-01,90,182,124,147,16,5,36,66,147,163,34,7,0,63,3
"Guatemala","Central America",2024-01-01,1123,1279,1608,794,216,137,905,700,442,1702,359,134,12,187,6
"Haiti","Caribbean",2024-01-01,850,1372,828,1395,61,61,845,779,475,941,285,39,93,852,11
"Honduras","Central America",2024-01-01,214,274,270,218,14,19,194,146,114,251,100,37,12,85,1
"Jamaica","Caribbean",2024-01-01,540,561,703,398,62,45,630,246,116,946,57,20,4,72,1
"Martinique","Caribbean",2024-01-01,139,163,161,141,13,5,69,84,131,168,32,34,5,62,0
"Panama","Central America",2024-01-01,1428,1629,1902,1155,309,230,822,880,815,1839,515,166,25,431,79
"Puerto Rico","Caribbean",2024-01-01,3744,4293,4907,3130,480,389,2028,2236,2903,5269,590,223,212,1609,131
"Saint Martin","Caribbean",2024-01-01,92,137,108,121,17,2,43,57,109,131,2,3,2,91,0
"Trinidad and Tobago","Caribbean",2024-01-01,75,57,99,33,4,2,22,51,52,92,21,2,1,15,0
"U.S. Virgin Islands","Caribbean",2024-01-01,43,71,40,74,9,5,34,15,51,70,8,0,1,34,0
"Other America","North America",2024-01-01,391,694,526,559,68,69,275,393,278,629,131,69,14,213,27
"Argentina","South America",2024-01-01,13105,11930,23716,1319,4032,3242,4405,6526,6829,24469,139,95,31,274,27
"Bolivia","South America",2024-01-01,577,487,973,92,222,106,233,285,217,951,28,42,9,33,0
"Brazil","South America",2024-01-01,5352,5186,9678,860,1279,1051,2112,3649,2445,9088,357,890,24,158,19
"Chile","South America",2024-01-01,6638,5567,11210,996,2098,1315,2590,3302,2899,11637,105,106,11,333,12
"Colombia","South America",2024-01-01,14732,12353,21548,5538,2721,2497,7757,7237,6872,24472,932,411,68,1093,107
"Ecuador","South America",2024-01-01,1119,1002,1499,621,117,216,727,592,467,1561,126,247,6,176,3
"Peru","South America",2024-01-01,2861,2346,3882,1324,601,398,1390,1501,1315,4420,229,135,57,353,11
"Uruguay","South America",2024-01-01,1313,1196,2352,158,356,248,554,681,669,2415,19,20,5,44,5
"Venezuela","South America",2024-01-01,2745,3272,1262,4756,388,1049,1159,1204,2217,2664,523,158,292,1785,593
"Other South America","South America",2024-01-01,767,723,1389,102,242,160,392,375,319,1435,22,6,0,26,1
"China","Asia",2024-01-01,136,282,291,127,3,17,165,152,79,175,117,72,2,48,2
"South Korea","Asia",2024-01-01,62,116,117,60,9,2,37,71,59,56,47,24,4,43,3
"India","Asia",2024-01-01,23,120,76,67,5,1,61,54,22,66,65,3,0,4,5
"Israel","Asia",2024-01-01,60,91,99,53,9,10,40,40,52,106,12,1,0,29,3
"Japan","Asia",2024-01-01,51,94,107,38,0,4,46,45,50,63,34,22,2,20,3
"Taiwan","Asia",2024-01-01,16,20,19,17,2,0,6,17,11,24,5,0,0,7,0
"Other Asia","Asia",2024-01-01,224,700,487,437,28,12,432,303,148,435,354,11,5,114,2
"Germany","Europe",2024-01-01,6923,7013,11239,2697,677,417,3428,2768,6643,12003,1185,31,28,650,37
"Austria","Europe",2024-01-01,919,989,1610,298,52,39,443,365,1007,1789,32,3,6,76,1
"Belgium","Europe",2024-01-01,1127,1054,1771,411,116,59,573,470,961,1922,66,6,2,180,4
"Bulgaria","Europe",2024-01-01,502,421,825,98,59,24,182,350,307,892,13,0,2,16,0
"Denmark","Europe",2024-01-01,223,235,357,101,28,20,144,75,190,376,35,7,4,33,2
"Scotland","Europe",2024-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spain","Europe",2024-01-01,5895,6609,7956,4547,1142,510,2904,3390,4557,8480,1161,178,76,2582,25
"Finland","Europe",2024-01-01,129,122,179,72,6,8,98,60,78,228,10,0,0,13,0
"France","Europe",2024-01-01,9110,8479,14866,2724,872,412,4268,3443,8594,15573,425,156,21,1373,40
"Greece","Europe",2024-01-01,74,133,142,66,8,5,110,47,38,159,17,2,3,26,0
"Netherlands","Europe",2024-01-01,1018,1100,1590,529,112,68,727,375,834,1716,62,5,8,319,7
"Hungary","Europe",2024-01-01,754,685,1359,80,121,78,291,454,495,1361,23,1,3,45,5
"United Kingdom","Europe",2024-01-01,6542,5977,11578,941,739,349,3410,2755,5264,11900,271,50,11,276,10
"Ireland","Europe",2024-01-01,146,145,243,47,20,8,87,101,74,277,4,2,1,6,0
"Italy","Europe",2024-01-01,4420,5205,6810,2815,785,350,2286,1991,4211,8239,256,29,31,1048,20
"Luxembourg","Europe",2024-01-01,50,65,82,34,3,0,37,22,53,99,2,1,0,13,1
"Norway","Europe",2024-01-01,134,178,209,103,23,12,90,78,108,275,7,1,0,29,0
"Poland","Europe",2024-01-01,3639,3151,6318,472,991,596,1297,2359,1546,6454,43,11,12,237,32
"Portugal","Europe",2024-01-01,750,724,1367,107,149,66,402,443,413,1401,28,3,1,39,1
"Czech Republic","Europe",2024-01-01,1774,1574,3038,310,280,148,692,1032,1194,3225,26,1,1,82,12
"Romania","Europe",2024-01-01,427,423,686,164,58,25,283,298,186,760,40,10,0,33,5
"Russia","Europe",2024-01-01,162,172,232,102,26,11,93,105,99,314,11,0,0,9,1
"Sweden","Europe",2024-01-01,285,272,434,123,44,18,157,125,211,501,11,5,0,40,0
"Switzerland","Europe",2024-01-01,1633,1738,2439,932,175,88,982,602,1523,2656,189,23,11,475,14
"Ukraine","Europe",2024-01-01,466,363,671,158,147,62,233,232,154,781,27,1,2,13,4
"Other Europe","Europe",2024-01-01,1497,1435,2535,396,274,124,733,887,912,2715,64,2,8,134,8
"Australia","Australia",2024-01-01,125,170,215,79,28,15,98,84,69,241,20,10,1,18,3
"Other Rest of the World","Other",2024-01-01,104,193,199,98,8,11,101,103,73,185,73,11,1,25,2
"Dom. Residents",NA,2024-02-01,24120,21339,82,45377,2253,2185,13255,12962,14803,21,0,0,0,0,45438
"Ext. Residents",NA,2024-02-01,4336,5348,188,9496,743,426,2303,2684,3527,1,0,0,0,0,9684
"Dom. Non-Residents",NA,2024-02-01,51750,43428,6260,88918,1620,3098,21336,25563,43560,49192,333,647,1413,43110,481
"Canada","North America",2024-02-01,86992,75850,149229,13613,16204,8251,29012,34700,74674,158188,989,938,160,2318,246
"United States","North America",2024-02-01,147871,142841,213987,76724,28831,14886,69091,78973,98928,241964,8110,4723,1069,33746,1097
"Mexico","North America",2024-02-01,3050,3874,4930,1994,253,150,2736,2263,1520,4393,1151,558,17,717,86
"Aruba","Caribbean",2024-02-01,77,77,105,48,5,12,37,45,53,89,9,13,0,28,12
"Turk and Caicos Islands","Caribbean",2024-02-01,130,197,146,181,24,9,74,85,134,229,20,3,2,71,1
"Costa Rica","Central America",2024-02-01,838,855,1115,579,53,38,548,557,496,913,450,153,11,152,13
"Cuba","Caribbean",2024-02-01,275,375,308,341,18,30,103,184,314,275,114,43,4,194,18
"Curaçao","Caribbean",2024-02-01,114,168,150,132,13,24,34,74,136,180,24,3,5,52,16
"El Salvador","Central America",2024-02-01,418,432,569,280,43,37,368,228,173,576,94,93,2,63,21
"Guadeloupe","Caribbean",2024-02-01,168,252,176,245,48,12,77,115,167,241,21,32,1,106,18
"Guatemala","Central America",2024-02-01,782,910,1187,505,93,55,647,524,372,1121,308,128,8,101,25
"Haiti","Caribbean",2024-02-01,755,1143,791,1106,76,45,608,674,493,952,228,63,52,593,8
"Honduras","Central America",2024-02-01,208,264,284,188,25,19,171,153,104,203,98,81,4,75,10
"Jamaica","Caribbean",2024-02-01,523,463,718,268,48,66,498,259,113,862,37,21,3,47,15
"Martinique","Caribbean",2024-02-01,205,269,268,205,49,28,69,113,213,333,42,6,2,88,1
"Panama","Central America",2024-02-01,1987,2162,3155,993,476,210,1279,1283,900,2744,638,349,19,355,41
"Puerto Rico","Caribbean",2024-02-01,3544,4335,5139,2740,305,233,1722,2600,3017,5191,662,287,70,1543,122
"Saint Martin","Caribbean",2024-02-01,103,155,106,152,28,19,61,65,83,152,15,2,0,84,4
"Trinidad and Tobago","Caribbean",2024-02-01,131,121,198,54,7,10,58,82,94,188,20,23,0,10,10
"U.S. Virgin Islands","Caribbean",2024-02-01,65,62,70,58,15,6,29,34,42,71,6,2,0,47,0
"Other America","North America",2024-02-01,391,652,561,482,60,59,291,323,309,607,102,77,11,187,56
"Argentina","South America",2024-02-01,10658,9609,19186,1081,3568,2241,3248,5480,5729,19688,114,124,12,293,34
"Bolivia","South America",2024-02-01,386,379,650,114,98,52,210,231,172,635,26,32,0,69,1
"Brazil","South America",2024-02-01,3956,3786,6760,981,615,371,2200,2460,2094,6975,302,259,8,155,41
"Chile","South America",2024-02-01,8554,7208,14517,1246,2542,1692,3439,4134,3954,15149,104,118,11,356,22
"Colombia","South America",2024-02-01,9706,7894,13238,4362,961,760,6241,4810,4828,14617,983,738,59,1033,169
"Ecuador","South America",2024-02-01,2501,1961,3476,986,376,753,1375,1069,888,3886,66,166,9,308,26
"Peru","South America",2024-02-01,3673,2941,5172,1442,951,555,1653,1831,1622,5906,203,144,34,298,26
"Uruguay","South America",2024-02-01,1188,988,2067,109,322,208,458,587,600,2063,38,34,2,28,10
"Venezuela","South America",2024-02-01,1716,2102,1076,2742,174,489,832,815,1506,1758,383,124,111,1049,391
"Other South America","South America",2024-02-01,371,344,647,68,76,44,225,204,164,594,16,72,0,24,7
"China","Asia",2024-02-01,118,188,198,107,8,7,92,84,113,179,58,8,0,58,1
"South Korea","Asia",2024-02-01,39,95,104,30,3,2,24,46,59,56,33,6,2,34,2
"India","Asia",2024-02-01,35,162,143,55,4,2,110,58,23,108,74,4,1,8,1
"Israel","Asia",2024-02-01,80,112,140,51,19,8,61,44,59,141,12,6,0,28,4
"Japan","Asia",2024-02-01,47,63,84,26,1,7,39,29,33,43,29,14,3,19,1
"Taiwan","Asia",2024-02-01,11,8,14,5,1,0,7,6,5,15,2,0,0,2,0
"Other Asia","Asia",2024-02-01,196,713,475,434,15,11,441,311,130,389,369,25,8,110,6
"Germany","Europe",2024-02-01,6705,6544,10288,2960,586,482,3529,2607,6043,11437,1131,47,34,570,28
"Austria","Europe",2024-02-01,895,865,1465,295,81,61,447,379,791,1628,31,2,1,90,7
"Belgium","Europe",2024-02-01,1469,1327,2347,449,282,224,586,741,961,2497,58,21,7,204,6
"Bulgaria","Europe",2024-02-01,486,395,763,118,37,35,132,336,340,844,7,2,1,25,2
"Denmark","Europe",2024-02-01,211,189,293,106,47,51,67,96,138,345,10,8,1,35,1
"Scotland","Europe",2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spain","Europe",2024-02-01,4964,5347,6921,3390,836,352,2473,2782,3867,7026,1014,183,69,1966,52
"Finland","Europe",2024-02-01,126,116,196,46,31,20,50,81,60,207,16,2,0,18,0
"France","Europe",2024-02-01,11852,10412,18941,3324,3281,2589,4081,5952,6360,20224,343,60,31,1578,26
"Greece","Europe",2024-02-01,40,159,90,110,2,4,57,64,72,148,28,0,0,23,0
"Netherlands","Europe",2024-02-01,1103,1125,1510,718,179,97,619,477,854,1787,69,18,5,333,14
"Hungary","Europe",2024-02-01,347,362,628,80,57,35,108,240,267,668,5,9,0,24,2
"United Kingdom","Europe",2024-02-01,6280,5779,11138,921,1199,577,2873,2839,4570,11485,228,46,9,262,26
"Ireland","Europe",2024-02-01,121,123,184,60,6,8,99,69,62,203,10,6,0,22,2
"Italy","Europe",2024-02-01,3907,4509,6221,2196,675,341,1721,1840,3839,7296,232,26,7,847,7
"Luxembourg","Europe",2024-02-01,86,84,128,41,21,5,48,47,48,145,5,0,0,19,0
"Norway","Europe",2024-02-01,173,185,241,117,36,58,79,72,111,305,5,3,0,42,2
"Poland","Europe",2024-02-01,3300,3003,5858,445,686,517,1392,2001,1706,6016,49,5,7,197,27
"Portugal","Europe",2024-02-01,472,477,847,102,75,41,241,273,318,883,30,2,1,27,5
"Czech Republic","Europe",2024-02-01,1242,1065,2032,276,268,199,349,677,813,2198,6,1,3,96,3
"Romania","Europe",2024-02-01,384,392,668,107,52,30,252,286,154,728,15,8,0,23,1
"Russia","Europe",2024-02-01,129,135,150,114,13,11,76,82,82,206,21,3,0,30,3
"Sweden","Europe",2024-02-01,254,243,363,134,57,35,103,121,181,437,13,3,2,42,0
"Switzerland","Europe",2024-02-01,2189,2024,2825,1388,424,272,1143,826,1547,3249,176,5,11,756,15
"Ukraine","Europe",2024-02-01,378,219,441,157,81,40,169,198,108,535,36,1,0,25,0
"Other Europe","Europe",2024-02-01,980,993,1536,436,200,115,418,633,605,1804,45,4,1,90,27
"Australia","Australia",2024-02-01,87,101,125,63,5,5,60,47,70,143,8,18,0,17,1
"Other Rest of the World","Other",2024-02-01,114,253,236,131,13,23,137,111,82,227,99,17,6,16,1
"Dom. Residents",NA,2024-03-01,28466,23973,109,52330,3159,2971,14732,14923,16653,52440,0,0,0,0,0
"Ext. Residents",NA,2024-03-01,5336,6202,191,11347,1210,616,2698,3153,3860,11538,0,0,0,0,0
"Dom. Non-Residents",NA,2024-03-01,59561,50943,6735,103769,2185,4243,26678,30047,47349,57851,1422,293,656,49918,361
"Canada","North America",2024-03-01,88991,76294,153600,11684,22619,14926,24213,41446,62079,160387,1196,1029,111,2279,281
"United States","North America",2024-03-01,186885,169238,265501,90622,41211,55948,87441,84232,87290,304232,7062,2806,2051,39477,493
"Mexico","North America",2024-03-01,4276,4749,6519,2506,559,547,3112,2743,2062,6401,1051,670,54,828,20
"Aruba","Caribbean",2024-03-01,131,130,118,142,39,20,60,63,78,147,2,8,1,87,13
"Turk and Caicos Islands","Caribbean",2024-03-01,196,320,259,257,49,21,132,158,154,384,33,1,3,94,1
"Costa Rica","Central America",2024-03-01,1225,1200,1745,680,130,92,761,753,687,1608,401,192,6,198,18
"Cuba","Caribbean",2024-03-01,381,474,486,368,32,58,141,199,424,353,88,91,13,252,56
"Curaçao","Caribbean",2024-03-01,239,308,380,167,64,61,108,118,195,380,7,6,20,112,21
"El Salvador","Central America",2024-03-01,737,679,989,427,86,63,578,378,309,1105,84,137,1,85,3
"Guadeloupe","Caribbean",2024-03-01,172,243,190,225,41,17,70,117,169,265,32,3,0,110,3
"Guatemala","Central America",2024-03-01,1347,1464,2180,631,265,203,958,790,593,2118,324,144,8,151,64
"Haiti","Caribbean",2024-03-01,231,406,242,395,32,13,107,271,213,346,79,20,12,178,1
"Honduras","Central America",2024-03-01,504,471,656,320,95,48,412,260,159,651,79,105,7,127,5
"Jamaica","Caribbean",2024-03-01,810,695,1057,447,94,96,772,374,167,1294,67,28,35,77,2
"Martinique","Caribbean",2024-03-01,234,281,286,229,47,44,99,126,198,275,53,26,3,153,4
"Panama","Central America",2024-03-01,1035,1451,1705,781,127,131,805,870,551,1117,667,308,9,287,97
"Puerto Rico","Caribbean",2024-03-01,5574,6079,7927,3726,892,637,2766,3616,3741,8461,693,308,100,1864,225
"Saint Martin","Caribbean",2024-03-01,124,155,109,170,36,12,79,55,96,144,20,0,1,114,0
"Trinidad and Tobago","Caribbean",2024-03-01,184,137,229,93,22,3,67,105,125,249,23,30,1,17,2
"U.S. Virgin Islands","Caribbean",2024-03-01,69,134,82,120,40,8,39,36,78,116,13,1,0,69,2
"Other America","North America",2024-03-01,589,903,937,555,94,133,399,475,390,930,114,116,4,247,78
"Argentina","South America",2024-03-01,9694,8722,17424,991,2246,1352,4179,4693,5943,17657,119,247,16,313,61
"Bolivia","South America",2024-03-01,211,199,340,70,41,9,136,130,94,335,23,29,1,20,0
"Brazil","South America",2024-03-01,4391,4120,7495,1016,542,272,2703,2761,2232,7373,320,568,8,165,75
"Chile","South America",2024-03-01,4474,3884,7516,842,820,440,2554,2240,2304,7608,128,229,5,370,16
"Colombia","South America",2024-03-01,12463,9933,16894,5502,1726,1341,7245,6233,5849,19189,1011,764,64,1223,143
"Ecuador","South America",2024-03-01,2797,2249,3790,1257,595,675,1479,1326,969,4346,102,265,4,288,40
"Peru","South America",2024-03-01,3419,2832,5052,1199,454,398,2164,1641,1592,5423,198,236,19,319,53
"Uruguay","South America",2024-03-01,1325,1149,2377,97,301,218,620,601,732,2325,42,63,6,31,6
"Venezuela","South America",2024-03-01,1829,2280,1302,2807,296,549,811,894,1557,2128,352,180,92,973,382
"Other South America","South America",2024-03-01,556,487,925,117,135,70,332,252,252,866,36,78,6,50,4
"China","Asia",2024-03-01,200,359,402,158,1,41,260,169,87,277,170,54,3,54,0
"South Korea","Asia",2024-03-01,48,109,117,40,2,5,49,68,32,42,58,32,1,23,0
"India","Asia",2024-03-01,103,274,281,96,0,102,168,68,39,282,72,5,2,16,0
"Israel","Asia",2024-03-01,94,146,172,68,19,7,73,63,77,180,23,6,0,30,1
"Japan","Asia",2024-03-01,46,98,108,36,2,6,43,38,54,55,39,20,0,28,0
"Taiwan","Asia",2024-03-01,19,13,25,7,0,1,10,12,9,14,9,5,0,4,0
"Other Asia","Asia",2024-03-01,200,603,428,375,19,47,362,259,115,389,296,16,3,98,0
"Germany","Europe",2024-03-01,8806,8203,14435,2573,1607,1348,4151,3970,5931,15012,1156,56,25,711,46
"Austria","Europe",2024-03-01,600,600,1017,184,94,65,302,267,471,1067,43,10,4,77,0
"Belgium","Europe",2024-03-01,1007,910,1460,457,158,143,493,430,692,1665,38,10,6,189,7
"Bulgaria","Europe",2024-03-01,219,208,348,78,26,13,95,165,126,403,8,0,0,12,3
"Denmark","Europe",2024-03-01,157,148,234,72,41,14,80,70,99,287,4,4,0,11,0
"Scotland","Europe",2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spain","Europe",2024-03-01,5575,5914,7915,3574,1198,807,2762,3005,3715,8049,925,293,68,2128,25
"Finland","Europe",2024-03-01,95,90,145,40,13,4,53,58,56,146,20,9,0,10,0
"France","Europe",2024-03-01,7559,6899,12301,2157,751,488,3714,2892,6610,12926,318,57,6,1126,22
"Greece","Europe",2024-03-01,45,85,100,30,1,8,39,45,37,99,12,13,0,6,0
"Netherlands","Europe",2024-03-01,724,774,1020,479,82,51,535,356,473,1108,43,14,5,305,22
"Hungary","Europe",2024-03-01,227,229,397,59,53,31,81,158,133,430,4,0,1,18,4
"United Kingdom","Europe",2024-03-01,6648,6122,11649,1121,1328,774,3238,3098,4330,12129,221,35,6,349,29
"Ireland","Europe",2024-03-01,210,194,354,50,65,20,128,138,52,379,7,0,0,17,0
"Italy","Europe",2024-03-01,3993,4005,6283,1715,693,488,1795,1773,3248,7046,181,41,9,702,17
"Luxembourg","Europe",2024-03-01,171,142,241,72,52,28,81,82,70,288,3,3,0,19,0
"Norway","Europe",2024-03-01,105,109,137,77,9,16,88,49,51,181,5,0,3,24,1
